City_Name,Restaurant_Name,Request_Time_Local,Final_Delivery_Time_Local,Order_Status,Item_Name,Item_quantity,Customizations,Customization_Cost_Local,Special_Instructions,Item_Price,Order_Price,Currency
Toronto,BarBurrito (Courtice),2024-04-26T22:42:33.000Z,2024-04-26T23:25:42.000Z,completed,Burrito Special,2,"Burrito Sauce (Mild) (44 Cals), Pickled Onions, Red Salsa (5 Cals), Red Onion (5 Cals), Mexican Rice (130 - 260 Cals), Pinto Beans (130 - 250 Cals), Cheese (90 Cals), Tomatoes (5 Cals), Sour Cream (37 Cals)",0.0,"",21.38,24.91,CAD
Toronto,BarBurrito (Courtice),2024-04-26T22:42:33.000Z,2024-04-26T23:25:42.000Z,completed,Burrito Special,2,Mild Chicken,2.4,"",21.38,24.91,CAD
Toronto,BarBurrito (Courtice),2024-04-26T22:42:33.000Z,2024-04-26T23:25:42.000Z,completed,Burrito Special,2,Guacamole (70 Cals),1.2,"",21.38,24.91,CAD
Ottawa,Petro-Canada (3201 Conroy Road),2023-12-02T08:36:23.000Z,2023-12-02T08:55:45.000Z,completed,Advil Extra Strength Liquid-Gels 10PK,1,"",,"",7.99,20.56,CAD
Ottawa,Petro-Canada (3201 Conroy Road),2023-12-02T08:36:23.000Z,2023-12-02T08:55:45.000Z,completed,Smartwater 1L,1,"",,"",4.99,20.56,CAD
Toronto,Starbucks (2348 Highway 2),2023-10-25T11:31:39.000Z,2023-10-25T11:54:10.000Z,completed,Caffè Latte,1,Grande Caffè Latte,0.7,"",5.25,20.9,CAD
Toronto,Starbucks (2348 Highway 2),2023-10-25T11:31:39.000Z,2023-10-25T11:54:10.000Z,completed,Caffè Latte,1,"Whole Milk, Included Shots, Sugar in the Raw®, Steamed Hot, Milk Foam, Signature Espresso Roast, 2% Milk",0.0,"",5.25,20.9,CAD
Toronto,Starbucks (2348 Highway 2),2023-10-25T11:31:39.000Z,2023-10-25T11:54:10.000Z,completed,"Sausage, Cheddar & Egg Sandwich",1,"",,"",6.55,20.9,CAD
Toronto,Loaded Pierogi (Bowmanville),2023-10-17T12:39:39.000Z,2023-10-17T13:02:13.000Z,completed,Buffalo Chicken,1,Crispy fried Pierogies with a side of sour cream,0.0,"",17.0,23.56,CAD
Toronto,Loaded Pierogi (Bowmanville),2023-10-17T12:39:39.000Z,2023-10-17T13:02:13.000Z,completed,Buffalo Chicken,1,Crispy Onions,0.86,"",17.0,23.56,CAD
Toronto,Starbucks (2348 Highway 2),2023-09-28T09:39:22.000Z,2023-09-28T10:00:10.000Z,completed,Caffè Latte,1,Venti Caffè Latte,1.3,"",5.25,25.0,CAD
Toronto,Starbucks (2348 Highway 2),2023-09-28T09:39:22.000Z,2023-09-28T10:00:10.000Z,completed,Everything Croissant & Roasted Ham Sandwich,1,"",,"",7.15,25.0,CAD
Toronto,Starbucks (2348 Highway 2),2023-09-28T09:39:22.000Z,2023-09-28T10:00:10.000Z,completed,Caffè Latte,1,"Whole Milk, Included Shots, Sugar in the Raw®, Steamed Hot, Milk Foam, Signature Espresso Roast, 2% Milk",0.0,"",5.25,25.0,CAD
Toronto,Starbucks (2348 Highway 2),2023-09-28T09:39:22.000Z,2023-09-28T10:00:10.000Z,completed,Caffè Latte,1,Liquid Cane Sugar,0.85,"",5.25,25.0,CAD
Toronto,Starbucks (2348 Highway 2),2023-09-28T09:39:22.000Z,2023-09-28T10:00:10.000Z,completed,Vanilla Sweet Cream Cold Brew,1,"Splash of Vanilla Sweet Cream, Ice, Included Vanilla Syrup",0.0,"",5.55,25.0,CAD
Toronto,Starbucks (2348 Highway 2),2023-09-28T09:39:22.000Z,2023-09-28T10:00:10.000Z,completed,Vanilla Sweet Cream Cold Brew,1,Grande Vanilla Sweet Cream Cold Brew,0.4,"",5.55,25.0,CAD
Toronto,Pizza Pizza (570 Longworth Avenue),2023-09-15T00:14:53.000Z,2023-09-15T00:31:25.000Z,completed,Small,1,Pepperoni,1.75,"",8.59,20.16,CAD
Toronto,Pizza Pizza (570 Longworth Avenue),2023-09-15T00:14:53.000Z,2023-09-15T00:31:25.000Z,completed,Dipping Sauce,1,Creamy Garlic,0.0,"",1.4,20.16,CAD
Toronto,Pizza Pizza (570 Longworth Avenue),2023-09-15T00:14:53.000Z,2023-09-15T00:31:25.000Z,completed,Small,1,"Mozzarella Cheese, HOME STYLE ITALIAN TOMATO SAUCE, Regular Dough",0.0,"",8.59,20.16,CAD
Toronto,Booster Juice (2366 Regional Highway 2),2023-07-06T12:07:25.000Z,2023-07-06T12:25:25.000Z,completed,Bananas-A-Whey (Regular Size),1,Warrior Booster [+5 cal],0.0,,9.71,13.85,CAD
Toronto,Booster Juice (2366 Regional Highway 2),2023-07-06T12:07:25.000Z,2023-07-06T12:25:25.000Z,completed,Bananas-A-Whey (Regular Size),1,Power Booster [+5 cal],0.57,,9.71,13.85,CAD
Toronto,Booster Juice (2366 Regional Highway 2),2023-07-06T12:07:25.000Z,2023-07-06T12:25:25.000Z,completed,Bananas-A-Whey (Regular Size),1,Whey Protein [+110 cal],1.98,,9.71,13.85,CAD
Toronto,Loaded Pierogi (Bowmanville),2023-07-06T12:02:41.000Z,2023-07-06T12:25:25.000Z,completed,Buffalo Chicken,1,Crispy fried Pierogies with a side of sour cream,0.0,,15.65,24.08,CAD
Toronto,Loaded Pierogi (Bowmanville),2023-07-06T12:02:41.000Z,2023-07-06T12:25:25.000Z,completed,Buffalo Chicken,1,Sauteed Onions,1.44,,15.65,24.08,CAD
Toronto,Loaded Pierogi (Bowmanville),2023-07-06T12:02:41.000Z,2023-07-06T12:25:25.000Z,completed,Buffalo Chicken,1,Avocado,1.73,,15.65,24.08,CAD
Ottawa,Dairy Queen (1451 Richmond Rd),2023-04-28T22:01:51.000Z,2023-04-28T22:18:18.000Z,completed,OREO® Cookie BLIZZARD® Treat,1,Medium,2.3,,5.51,25.04,CAD
Ottawa,Dairy Queen (1451 Richmond Rd),2023-04-28T22:01:51.000Z,2023-04-28T22:18:18.000Z,completed,Spicy Grilled Chicken Sandwich Combo,1,Medium,4.93,,15.51,25.04,CAD
Ottawa,Dairy Queen (1451 Richmond Rd),2023-04-28T22:01:51.000Z,2023-04-28T22:18:18.000Z,completed,Spicy Grilled Chicken Sandwich Combo,1,"Strawberry, Fries, Shake",0.0,,15.51,25.04,CAD
Ottawa,Umbrella Burger,2023-04-28T14:35:20.000Z,2023-04-28T15:03:42.000Z,completed,Soft Serve Shake,1,Strawberry,0.0,,7.75,25.88,CAD
Ottawa,Umbrella Burger,2023-04-28T14:35:20.000Z,2023-04-28T15:03:42.000Z,completed,Chicken Sandwich,1,"Medium, Add Tomato",0.0,,13.95,25.88,CAD
Ottawa,Noodle House 79,2023-04-27T15:18:36.000Z,2023-04-27T15:45:50.000Z,completed,20. Rare Beef Noodles,1,Medium,0.0,,17.99,0.0,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-04-25T10:36:52.000Z,2023-04-25T11:44:54.000Z,completed,Premium Banana (1 banana),2,"",,,1.3,36.13,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-04-25T10:36:52.000Z,2023-04-25T11:44:54.000Z,completed,Selection · Large eggs (12 units),1,"",,,3.69,36.13,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-04-25T10:36:52.000Z,2023-04-25T11:44:54.000Z,completed,Sliced Whole Beef Shank (price per kg),1,"",,,13.21,36.13,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-04-25T10:36:52.000Z,2023-04-25T11:44:54.000Z,completed,Beatrice · Homogenized milk 3.25% (4 L),1,"",,,6.89,36.13,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-04-25T10:36:52.000Z,2023-04-25T11:44:54.000Z,completed,PC · Whole white mushrooms (227 g),1,"",,,2.48,36.13,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-04-25T10:36:52.000Z,2023-04-25T11:44:54.000Z,completed,Selection · Salted butter (454 g),1,"",,,6.49,36.13,CAD
Ottawa,Starbucks (Carling & Woodroffe),2023-04-24T08:21:38.000Z,2023-04-24T08:39:14.000Z,completed,Cinnamon Caramel Cream Cold Brew,1,"Ice, Tall Cinnamon Caramel Cream Cold Brew, Included Vanilla Syrup, Cinnamon Sweet Cream Cold Foam, Cinnamon Dolce Sprinkles",0.0,,5.65,18.84,CAD
Ottawa,Starbucks (Carling & Woodroffe),2023-04-24T08:21:38.000Z,2023-04-24T08:39:14.000Z,completed,Rolled & Steel-Cut Oatmeal,1,"Sugar in the Raw®, Splash of Whole Milk",0.0,,3.95,18.84,CAD
Ottawa,Starbucks (Carling & Woodroffe),2023-04-24T08:21:38.000Z,2023-04-24T08:39:14.000Z,completed,Caffè Latte,1,"Whole Milk, Included Shots, Sugar in the Raw®, Steamed Hot, Milk Foam, Signature Espresso Roast, 2% Milk",0.0,,5.15,18.84,CAD
Ottawa,Starbucks (Carling & Woodroffe),2023-04-24T08:21:38.000Z,2023-04-24T08:39:14.000Z,completed,Caffè Latte,1,Grande Caffè Latte,0.6,,5.15,18.84,CAD
Ottawa,Starbucks (Carling & Woodroffe),2023-04-21T11:05:42.000Z,2023-04-21T11:36:21.000Z,completed,Caffè Latte,1,"Whole Milk, Included Shots, Sugar in the Raw®, Steamed Hot, Milk Foam, Signature Espresso Roast, 2% Milk",0.0,,5.15,18.62,CAD
Ottawa,Starbucks (Carling & Woodroffe),2023-04-21T11:05:42.000Z,2023-04-21T11:36:21.000Z,completed,Caffè Latte,1,Tall Caffè Latte,0.1,,5.15,18.62,CAD
Ottawa,Starbucks (Carling & Woodroffe),2023-04-21T11:05:42.000Z,2023-04-21T11:36:21.000Z,completed,Caffè Latte,1,Additional Shots,1.15,,5.15,18.62,CAD
Ottawa,Starbucks (Carling & Woodroffe),2023-04-21T11:05:42.000Z,2023-04-21T11:36:21.000Z,completed,"Turkey, Provolone & Pesto on Ciabatta",1,"",,,8.75,18.62,CAD
Ottawa,Burger's Priest (Baseline),2023-04-16T23:50:08.000Z,2023-04-17T00:11:32.000Z,completed,OG CHEESEBURGER,1,"REGULAR BUN, MUSTARD, MAYONNAISE, ONION, Single, TOMATO, LETTUCE",0.0,,9.29,18.77,CAD
Ottawa,Burger's Priest (Baseline),2023-04-16T23:50:08.000Z,2023-04-17T00:11:32.000Z,completed,SOFT SERVE SHAKE,1,"",,Strawberry,5.99,18.77,CAD
Ottawa,Starbucks (Carling & Woodroffe),2023-04-15T07:00:10.000Z,2023-04-15T07:15:40.000Z,completed,Caffè Latte,1,"Whole Milk, Included Shots, Sugar in the Raw®, Steamed Hot, Milk Foam, Signature Espresso Roast, 2% Milk",0.0,,5.15,18.95,CAD
Ottawa,Starbucks (Carling & Woodroffe),2023-04-15T07:00:10.000Z,2023-04-15T07:15:40.000Z,completed,Caffè Latte,1,Grande Caffè Latte,0.6,,5.15,18.95,CAD
Ottawa,Starbucks (Carling & Woodroffe),2023-04-15T07:00:10.000Z,2023-04-15T07:15:40.000Z,completed,Rolled & Steel-Cut Oatmeal,1,"Sugar in the Raw®, Splash of Whole Milk",0.0,,3.95,18.95,CAD
Ottawa,Starbucks (Carling & Woodroffe),2023-04-15T07:00:10.000Z,2023-04-15T07:15:40.000Z,completed,Vanilla Sweet Cream Cold Brew,1,"Ice, Included Vanilla Syrup, Splash of Sweet Cream",0.0,,5.25,18.95,CAD
Ottawa,Starbucks (Carling & Woodroffe),2023-04-15T07:00:10.000Z,2023-04-15T07:15:40.000Z,completed,Vanilla Sweet Cream Cold Brew,1,Grande Vanilla Sweet Cream Cold Brew,0.5,,5.25,18.95,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-04-10T14:46:10.000Z,2023-04-10T15:52:10.000Z,completed,Nongshim · Shin black ramyun noodles with soup mix (4 x 130 g),1,"",,,11.99,57.35,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-04-10T14:46:10.000Z,2023-04-10T15:52:10.000Z,completed,SirLoin Tip steak,1,"",,,8.38,57.35,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-04-10T14:46:10.000Z,2023-04-10T15:52:10.000Z,completed,Beatrice · Homogenized milk 3.25% (4 L),1,"",,,6.89,57.35,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-04-10T14:46:10.000Z,2023-04-10T15:52:10.000Z,completed,Red Bull · Energy (Case) (8x250mL),1,"",,,17.99,57.35,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-04-10T14:46:10.000Z,2023-04-10T15:52:10.000Z,completed,Selection · Extra large eggs (12 units),1,"",,,4.39,57.35,CAD
Ottawa,Umbrella Burger,2023-04-09T19:44:52.000Z,2023-04-09T20:29:23.000Z,completed,Soft Serve Shake,1,Strawberry,0.0,,7.75,25.88,CAD
Ottawa,Umbrella Burger,2023-04-09T19:44:52.000Z,2023-04-09T20:29:23.000Z,completed,Chicken Sandwich,1,"Medium, Add Tomato",0.0,,13.95,25.88,CAD
Ottawa,Umbrella Burger,2023-04-01T19:45:32.000Z,2023-04-01T20:44:08.000Z,completed,Chicken Sandwich,1,"Medium, Add Tomato",0.0,,13.95,25.88,CAD
Ottawa,Umbrella Burger,2023-04-01T19:45:32.000Z,2023-04-01T20:44:08.000Z,completed,Soft Serve Shake,1,Strawberry,0.0,,7.75,25.88,CAD
Ottawa,Pizza Pizza (Richmond rd),2023-03-29T19:25:46.000Z,2023-03-29T20:49:33.000Z,completed,Dipping Sauce,1,Creamy Garlic,0.0,,1.4,22.91,CAD
Ottawa,Pizza Pizza (Richmond rd),2023-03-29T19:25:46.000Z,2023-03-29T20:49:33.000Z,completed,Small,2,"Mozzarella Cheese, HOME STYLE ITALIAN TOMATO SAUCE, REGULAR THICK CRUST, Regular Dough",0.0,,8.59,22.91,CAD
Ottawa,Pizza Pizza (Richmond rd),2023-03-29T19:25:46.000Z,2023-03-29T20:49:33.000Z,completed,Small,2,"New York Style Pepperoni, Pepperoni",1.75,,8.59,22.91,CAD
Ottawa,Metro (1360 Richmond Rd),2023-03-25T20:27:05.000Z,2023-03-25T21:22:38.000Z,completed,Ben & Jerry's · Chocolate chip cookie dough ice cream (473 mL),1,"",,,7.79,47.95,CAD
Ottawa,Metro (1360 Richmond Rd),2023-03-25T20:27:05.000Z,2023-03-25T21:22:38.000Z,completed,Biosteel · Peach-mango hydration mix (7 units),1,"",,,9.99,47.95,CAD
Ottawa,Metro (1360 Richmond Rd),2023-03-25T20:27:05.000Z,2023-03-25T21:22:38.000Z,completed,Cinnamon Toast Crunch · Cereal (354 g),1,"",,,6.69,47.95,CAD
Ottawa,Metro (1360 Richmond Rd),2023-03-25T20:27:05.000Z,2023-03-25T21:22:38.000Z,completed,Sealtest · Homogenized milk 3.25% (4 L),1,"",,,6.89,47.95,CAD
Ottawa,Metro (1360 Richmond Rd),2023-03-25T20:27:05.000Z,2023-03-25T21:22:38.000Z,completed,Baba · Ghee clarified butter (400 g),1,"",,,8.49,47.95,CAD
Ottawa,Metro (1360 Richmond Rd),2023-03-25T20:27:05.000Z,2023-03-25T21:22:38.000Z,completed,Laviolette Farms · Eggs (1 Dozen),1,"",,,3.99,47.95,CAD
Ottawa,Send Noods Noodle Bar,2023-03-24T22:58:21.000Z,2023-03-24T23:45:29.000Z,completed,[SIGNATURE SOUP] Bun Bo Hue- Spicy Vietnamese Soup (Anthony Bourdain Favourite),1,Egg Noodle,1.95,,19.99,31.81,CAD
Ottawa,Send Noods Noodle Bar,2023-03-24T22:58:21.000Z,2023-03-24T23:45:29.000Z,completed,[SIGNATURE SOUP] Bun Bo Hue- Spicy Vietnamese Soup (Anthony Bourdain Favourite),1,Large,2.75,,19.99,31.81,CAD
Ottawa,"Shanghai 360 (Ottawa, 100 Bayshore)",2023-03-23T19:47:22.000Z,2023-03-23T20:47:13.000Z,completed,Combo 3,1,"Black Pepper Beef (Spicy), General Tao Chicken (Spicy), Chow Mien, Coconut Shrimp",0.0,,19.75,21.25,CAD
Ottawa,"Shanghai 360 (Ottawa, 100 Bayshore)",2023-03-23T19:47:22.000Z,2023-03-23T20:47:13.000Z,completed,Dim Sim,1,"BBQ Pork Bun, 1 Piece",0.0,,2.25,21.25,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-21T17:16:07.000Z,2023-03-21T18:26:02.000Z,completed,Selection · Large eggs (12 units),1,"",,,3.69,50.88,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-21T17:16:07.000Z,2023-03-21T18:26:02.000Z,completed,Selection · Salted butter (454 g),1,"",,,6.49,50.88,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-21T17:16:07.000Z,2023-03-21T18:26:02.000Z,completed,Beatrice · Homogenized milk 3.25% (4 L),1,"",,,6.89,50.88,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-21T17:16:07.000Z,2023-03-21T18:26:02.000Z,completed,Blueberries (170 g),1,"",,,3.98,50.88,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-21T17:16:07.000Z,2023-03-21T18:26:02.000Z,completed,Sliced Whole Beef Shank (price per kg),1,"",,,13.21,50.88,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-21T17:16:07.000Z,2023-03-21T18:26:02.000Z,completed,Delphi · Free flowing-Iodized sea salt (750 g),1,"",,,1.99,50.88,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-21T17:16:07.000Z,2023-03-21T18:26:02.000Z,completed,PC · Whole white mushrooms (227 g),1,"",,,2.48,50.88,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-21T17:16:07.000Z,2023-03-21T18:26:02.000Z,completed,Ran Foods · Seasoned lavered seaweed (3 x 5 g),1,"",,,2.5,50.88,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-21T17:16:07.000Z,2023-03-21T18:26:02.000Z,completed,Selection · Plain bagels (6 units),1,"",,,2.49,50.88,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-21T17:16:07.000Z,2023-03-21T18:26:02.000Z,completed,Siggis · Icelandic strawberry 2% yogurt (650 g),1,"",,,6.49,50.88,CAD
Ottawa,Burrito Gringo (566 Bronson Ave),2023-03-11T15:21:53.000Z,2023-03-11T16:06:27.000Z,completed,JARRITOS BOTTLED SODA,1,Pineapple,0.0,,3.95,20.24,CAD
Ottawa,Burrito Gringo (566 Bronson Ave),2023-03-11T15:21:53.000Z,2023-03-11T16:06:27.000Z,completed,BURRITO,1,Scoop Guacamole,2.0,,9.95,20.24,CAD
Ottawa,Burrito Gringo (566 Bronson Ave),2023-03-11T15:21:53.000Z,2023-03-11T16:06:27.000Z,completed,BURRITO,1,"Cilantro, Pinto Beans, Red Onions, Mexican Lime Rice, Cheese, Pico De Gallo, Sauteed Fajita Peppers & Onions, Flour Premium White, Medium Green, Lettuce, Small 10"", Mexican Style Sour Cream, Pickled Jalapenos",0.0,,9.95,20.24,CAD
Ottawa,Burrito Gringo (566 Bronson Ave),2023-03-11T15:21:53.000Z,2023-03-11T16:06:27.000Z,completed,BURRITO,1,Grilled Chicken-pollo,0.75,,9.95,20.24,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-05T19:19:02.000Z,2023-03-06T13:12:00.000Z,completed,Babybel · Mini original semi soft ripened cheese (240 g),1,"",,,9.49,115.72,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-05T19:19:02.000Z,2023-03-06T13:12:00.000Z,completed,Beatrice · Homogenized milk 3.25% (4 L),1,"",,,6.89,115.72,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-05T19:19:02.000Z,2023-03-06T13:12:00.000Z,completed,Bertolli · Extra virgin olive oil (1 L),1,"",,,10.99,115.72,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-05T19:19:02.000Z,2023-03-06T13:12:00.000Z,completed,Classico · Roasted garlic & onion pasta sauce (650 mL),1,"",,,4.49,115.72,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-05T19:19:02.000Z,2023-03-06T13:12:00.000Z,completed,Nongshim · Bowl Noodle Soup (86 g),1,"",,,1.89,115.72,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-05T19:19:02.000Z,2023-03-06T13:12:00.000Z,completed,PC · Whole white mushrooms (227 g),1,"",,,2.48,115.72,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-05T19:19:02.000Z,2023-03-06T13:12:00.000Z,completed,Pork Picnic Shoulder Roast (price per kg),1,"",,,8.8,115.72,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-05T19:19:02.000Z,2023-03-06T13:12:00.000Z,completed,Selection · Large eggs (12 units),1,"",,,3.55,115.72,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-05T19:19:02.000Z,2023-03-06T13:12:00.000Z,completed,Selection · Salted butter sticks (454 g),1,"",,,6.79,115.72,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-05T19:19:02.000Z,2023-03-06T13:12:00.000Z,completed,Selection · Sesame seed bagels (6 units),1,"",,,2.49,115.72,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-05T19:19:02.000Z,2023-03-06T13:12:00.000Z,completed,Blueberries (170 g),1,"",,,3.98,115.72,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-05T19:19:02.000Z,2023-03-06T13:12:00.000Z,completed,Häagen-Dazs · Exträaz Layers mocha cheesecake ice cream (414 mL),1,"",,,6.49,115.72,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-05T19:19:02.000Z,2023-03-06T13:12:00.000Z,completed,Monster Energy · Punch energy drink mango loco (4 x 473 mL),1,"",,,9.49,115.72,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-05T19:19:02.000Z,2023-03-06T13:12:00.000Z,completed,Premium Banana (1 banana),2,"",,,1.3,115.72,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-05T19:19:02.000Z,2023-03-06T13:12:00.000Z,completed,Seedless Navel Orange (1 orange),1,"",,,4.14,115.72,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-05T19:19:02.000Z,2023-03-06T13:12:00.000Z,completed,Brita · Pitcher Filter (1 ea),1,"",,,8.99,115.72,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-05T19:19:02.000Z,2023-03-06T13:12:00.000Z,completed,Cinnamon Toast Crunch · Cereal (354 g),1,"",,,5.49,115.72,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-05T19:19:02.000Z,2023-03-06T13:12:00.000Z,completed,Cooking onions (907 g),1,"",,,2.88,115.72,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-05T19:19:02.000Z,2023-03-06T13:12:00.000Z,completed,Garlic,1,"",,,1.88,115.72,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-05T19:19:02.000Z,2023-03-06T13:12:00.000Z,completed,Redpath · Granulated white sugar (2 kg),1,"",,,2.99,115.72,CAD
Ottawa,Food Basics (1465 Merivale Road),2023-03-05T19:19:02.000Z,2023-03-06T13:12:00.000Z,completed,Sweet Potatoes (1 potato),1,"",,,3.9,115.72,CAD
Ottawa,Food Basics (667 Kirkwood Ave),2023-03-01T14:10:24.000Z,2023-03-01T14:52:54.000Z,completed,Beatrice · Homogenized milk 3.25% (4 L),1,"",,,6.89,49.51,CAD
Ottawa,Food Basics (667 Kirkwood Ave),2023-03-01T14:10:24.000Z,2023-03-01T14:52:54.000Z,completed,Chicken Thighs Family Pack (price per kg),1,"",,,8.58,49.51,CAD
Ottawa,Food Basics (667 Kirkwood Ave),2023-03-01T14:10:24.000Z,2023-03-01T14:52:54.000Z,completed,Häagen-Dazs · Exträaz layers berry explosion ice cream (414 mL),1,"",,,6.49,49.51,CAD
Ottawa,Food Basics (667 Kirkwood Ave),2023-03-01T14:10:24.000Z,2023-03-01T14:52:54.000Z,completed,Kraft Dinner · Original macaroni & cheese (225 g),2,"",,,1.99,49.51,CAD
Ottawa,Food Basics (667 Kirkwood Ave),2023-03-01T14:10:24.000Z,2023-03-01T14:52:54.000Z,completed,Premium Banana (1 banana),2,"",,,1.3,49.51,CAD
Ottawa,Food Basics (667 Kirkwood Ave),2023-03-01T14:10:24.000Z,2023-03-01T14:52:54.000Z,completed,Dole · Pineapple slices in pineapple juice (398 mL),1,"",,,2.29,49.51,CAD
Ottawa,Food Basics (667 Kirkwood Ave),2023-03-01T14:10:24.000Z,2023-03-01T14:52:54.000Z,completed,Jamieson · Melatonin Dual Action Timed Release (60 ea),1,"",,,11.99,49.51,CAD
Ottawa,Food Basics (667 Kirkwood Ave),2023-03-01T14:10:24.000Z,2023-03-01T14:52:54.000Z,completed,Nongshim · Tempura udon noodles soup cup (75 g),1,"",,,1.89,49.51,CAD
Ottawa,Food Basics (667 Kirkwood Ave),2023-03-01T14:10:24.000Z,2023-03-01T14:52:54.000Z,completed,Selection · Large eggs (12 units),1,"",,,3.55,49.51,CAD
Ottawa,Umbrella Burger,2023-02-27T20:01:10.000Z,2023-02-27T20:29:17.000Z,completed,Soft Serve Shake,1,Strawberry,0.0,,7.75,26.84,CAD
Ottawa,Umbrella Burger,2023-02-27T20:01:10.000Z,2023-02-27T20:29:17.000Z,completed,Umbrella Double Burger,1,"Add Extra Burger Sauce, Add Tomato",0.0,,14.75,26.84,CAD
Ottawa,Umbrella Burger,2023-02-25T16:40:52.000Z,2023-02-25T17:00:31.000Z,completed,Chicken Sandwich,1,"Medium, Add Tomato",0.0,,13.95,25.88,CAD
Ottawa,Umbrella Burger,2023-02-25T16:40:52.000Z,2023-02-25T17:00:31.000Z,completed,Soft Serve Shake,1,Strawberry,0.0,,7.75,25.88,CAD
Ottawa,Pizza Pizza (Richmond rd),2023-02-24T17:12:10.000Z,2023-02-24T17:39:08.000Z,completed,Dipping Sauce,1,Creamy Garlic,0.0,,1.35,20.39,CAD
Ottawa,Pizza Pizza (Richmond rd),2023-02-24T17:12:10.000Z,2023-02-24T17:39:08.000Z,completed,Single Pizza (Medium) + Dipping Sauce,1,"Mozzarella Cheese, Creamy Garlic, HOME STYLE ITALIAN TOMATO SAUCE, REGULAR THICK CRUST, Regular Dough",0.0,,11.44,20.39,CAD
Ottawa,Pizza Pizza (Richmond rd),2023-02-24T17:12:10.000Z,2023-02-24T17:39:08.000Z,completed,Single Pizza (Medium) + Dipping Sauce,1,"Salami, Sun-Dried Tomatoes",2.0,,11.44,20.39,CAD
Ottawa,Greek On Wheels (Cobden Rd),2023-02-22T21:53:27.000Z,2023-02-22T22:10:53.000Z,completed,Beef Gyro,2,"",,,12.99,16.97,CAD
Ottawa,Hung Mein Chinese Takeout,2023-02-21T21:06:43.000Z,2023-02-21T21:50:13.000Z,completed,Combo #9,1,"",,,16.75,20.35,CAD
Ottawa,Umbrella Burger,2023-02-20T19:48:46.000Z,2023-02-20T20:21:39.000Z,completed,Chicken Sandwich,1,"Medium, Add Tomato",0.0,,13.95,25.88,CAD
Ottawa,Umbrella Burger,2023-02-20T19:48:46.000Z,2023-02-20T20:21:39.000Z,completed,Soft Serve Shake,1,Strawberry,0.0,,7.75,25.88,CAD
Ottawa,Pizza Pizza (Richmond rd),2023-02-19T17:56:21.000Z,2023-02-19T18:32:31.000Z,completed,Single Pizza (Medium) + Dipping Sauce,1,Salami,2.0,,11.44,21.46,CAD
Ottawa,Pizza Pizza (Richmond rd),2023-02-19T17:56:21.000Z,2023-02-19T18:32:31.000Z,completed,Peace Tea Peach,1,"",,,2.99,21.46,CAD
Ottawa,Pizza Pizza (Richmond rd),2023-02-19T17:56:21.000Z,2023-02-19T18:32:31.000Z,completed,Dipping Sauce,1,Creamy Garlic,0.0,,1.35,21.46,CAD
