city,product_type,status,request_time,begin_trip_time,begintrip_lat,begintrip_lng,begintrip_address,dropoff_time,dropoff_lat,dropoff_lng,dropoff_address,distance,fare_currency,fare_amount
Ottawa,uberX,completed,2019-04-12T15:10:28.000Z,2019-04-12T15:13:12.000Z,45.4241362,-75.683079,"45 Copernicus St, Ottawa, ON K1N 9B2, Canada",2019-04-12T15:22:46.000Z,45.4167407,-75.6523677,"200 Tremblay Rd, Ottawa, ON K1G 3H5, Canada",3.98,Canadian Dollar,12.07
Ottawa,uberX,completed,2019-03-11T21:31:04.000Z,2019-03-11T21:35:47.000Z,45.3656774,-75.724379,"13 Lyall St, Nepean, ON K2E 5G5, Canada",2019-03-11T21:52:51.000Z,45.4240249,-75.6834629,"45 Copernicus St, Ottawa, ON K1N 9B2, Canada",7.12,Canadian Dollar,19.44
Ottawa,uberX,completed,2019-02-21T23:01:42.000Z,2019-02-21T23:06:41.000Z,45.4167955,-75.6511691,"200 Tremblay Rd, Ottawa, ON K1G 3H5, Canada",2019-02-21T23:14:24.000Z,45.4239838,-75.6830189,"45 Copernicus St, Ottawa, ON K1N 9B2, Canada",2.4,Canadian Dollar,9.68
Ottawa,uberX,completed,2019-02-16T23:00:57.000Z,2019-02-16T23:08:20.000Z,45.4241519,-75.6831586,"45 Copernicus St, Ottawa, ON K1N 9B2, Canada",2019-02-16T23:17:04.000Z,45.4167704,-75.6517846,"200 Tremblay Rd, Ottawa, ON K1G 3H5, Canada",2.89,Canadian Dollar,16.7
Ottawa,uberX,rider_canceled,2019-02-16T23:00:27.000Z,,,,,,,,"200 Tremblay Rd, Ottawa, ON K1G 3H5, Canada",0.0,Canadian Dollar,0.0
Ottawa,uberX,completed,2019-02-16T21:18:37.000Z,2019-02-16T21:45:02.000Z,45.3654702,-75.7242281,"13 Lyall St, Nepean, ON K2E 5G5, Canada",2019-02-16T22:06:54.000Z,45.424038,-75.6830985,"45 Copernicus St, Ottawa, ON K1N 9B2, Canada",7.74,Canadian Dollar,17.66
Ottawa,uberX,completed,2019-02-16T01:57:07.000Z,2019-02-16T02:01:49.000Z,45.424143,-75.6831648,"45 Copernicus St, Ottawa, ON K1N 9B2, Canada",2019-02-16T02:18:03.000Z,45.3657643,-75.7244897,"13 Lyall St, Nepean, ON K2E 5G5, Canada",6.81,Canadian Dollar,16.59
Ottawa,uberX,completed,2019-02-10T18:16:36.000Z,2019-02-10T18:21:21.000Z,45.3657,-75.72434,"13 Lyall St, Nepean, ON K2E 5G5, Canada",2019-02-10T18:39:35.000Z,45.42405,-75.6831,"45 Copernicus St, Ottawa, ON K1N 9B2, Canada",7.0,Canadian Dollar,17.44
Ottawa,uberX,completed,2019-02-10T00:59:16.000Z,2019-02-10T01:04:01.000Z,45.4238564,-75.6838939,"45 Copernicus St, Ottawa, ON K1N 9B2, Canada",2019-02-10T01:18:21.000Z,45.3656705,-75.7243899,"13 Lyall St, Nepean, ON K2E 5G5, Canada",7.06,Canadian Dollar,16.98
Gatineau,uberX,driver_canceled,2019-01-27T06:22:13.000Z,,45.43826,-75.70735,,,45.42304,-75.71946,"45 Copernicus St, Ottawa, ON K1N 9B2, Canada",0.0,Canadian Dollar,5.75
Ottawa,uberX,completed,2019-01-20T00:44:34.000Z,2019-01-20T00:48:29.000Z,45.42466,-75.6836,"45 Copernicus St, Ottawa, ON K1N 9B2, Canada",2019-01-20T01:03:26.000Z,45.36568,-75.72439,"13 Lyall St, Nepean, ON K2E 5G5, Canada",6.84,Canadian Dollar,16.49
Ottawa,uberX,completed,2019-01-17T21:12:39.000Z,2019-01-17T21:25:12.000Z,45.4241646,-75.6831389,"45 Copernicus St, Ottawa, ON K1N 9B2, Canada",2019-01-17T21:56:28.000Z,45.3527887,-75.653653,"South Keys, Ottawa, ON K1V 7K1, Canada",6.81,Canadian Dollar,16.59
Ottawa,uberX,completed,2019-01-12T00:17:09.000Z,2019-01-12T00:21:56.000Z,45.42439,-75.68338,"45 Copernicus St, Ottawa, ON K1N 9B2, Canada",2019-01-12T00:37:48.000Z,45.36546,-75.72403,"13 Lyall St, Nepean, ON K2E 5G5, Canada",6.85,Canadian Dollar,16.67
Ottawa,uberX,completed,2019-01-06T23:11:27.000Z,2019-01-06T23:20:27.000Z,45.4167884,-75.6513032,"200 Tremblay Rd, Ottawa, ON K1G 3H5, Canada",2019-01-06T23:27:40.000Z,45.4241523,-75.6831708,"45 Copernicus St, Ottawa, ON K1N 9B2, Canada",2.41,Canadian Dollar,9.73
Ottawa,uberX,completed,2018-12-19T16:59:55.000Z,2018-12-19T17:06:02.000Z,45.4240286,-75.6830706,"45 Copernicus St, Ottawa, ON K1N 9B2, Canada",2018-12-19T17:19:34.000Z,45.4167359,-75.6517982,"200 Tremblay Rd, Ottawa, ON K1G 3H5, Canada",3.28,Canadian Dollar,12.67
Ottawa,uberX,completed,2018-12-02T23:07:32.000Z,2018-12-02T23:09:48.000Z,45.36568,-75.72439,"13 Lyall St, Nepean, ON K2E 5G5, Canada",2018-12-02T23:26:38.000Z,45.42413,-75.68317,"45 Copernicus St, Ottawa, ON K1N 9B2, Canada",6.64,Canadian Dollar,17.75
Ottawa,uberX,completed,2018-12-02T04:26:17.000Z,2018-12-02T04:28:16.000Z,45.42413,-75.68317,"45 Copernicus St, Ottawa, ON K1N 9B2, Canada",2018-12-02T04:42:21.000Z,45.36567,-75.72437,"13 Lyall St, Nepean, ON K2E 5G5, Canada",6.71,Canadian Dollar,18.63
Ottawa,uberX,completed,2018-11-11T23:29:09.000Z,2018-11-11T23:31:48.000Z,45.38823,-75.6977,"Dundas House, Ottawa, ON K1S 5B6, Canada",2018-11-11T23:41:05.000Z,45.42399,-75.68305,"45 Copernicus St, Ottawa, ON K1N 9B2, Canada",3.72,Canadian Dollar,13.85
Ottawa,uberX,completed,2018-11-11T08:45:59.000Z,2018-11-11T08:47:30.000Z,45.3754537,-75.6741987,"2473 Huntley Ave, Ottawa, ON K1V 8E7, Canada",2018-11-11T08:53:54.000Z,45.3881436,-75.6974085,"Carleton University, Ottawa, ON, Canada",2.04,Canadian Dollar,9.7
Ottawa,uberX,completed,2018-11-11T07:27:22.000Z,2018-11-11T07:39:32.000Z,45.38816,-75.69746,"Dundas House, Ottawa, ON K1S 5B6, Canada",2018-11-11T07:44:21.000Z,45.37534,-75.67418,"2473 Huntley Ave, Ottawa, ON K1V 8E7, Canada",1.96,Canadian Dollar,14.41
Ottawa,uberX,completed,2018-10-28T18:18:54.000Z,2018-10-28T18:31:26.000Z,45.41687,-75.65145,"25 Pickering Pl, Ottawa, ON K1G 5P4, Canada",2018-10-28T18:41:03.000Z,45.42407,-75.68312,"45 Copernicus St, Ottawa, ON K1N 9B2, Canada",2.47,Canadian Dollar,14.9
Ottawa,uberX,completed,2018-10-12T19:22:10.000Z,2018-10-12T19:47:46.000Z,45.4235967,-75.6878685,"Desmarais Building, 55 Laurier Ave E, Ottawa, ON K1N 6N5, Canada",2018-10-12T20:06:15.000Z,45.3881403,-75.6977253,"Carleton University, Ottawa, ON, Canada",3.99,Canadian Dollar,19.63
